Food_items,Breakfast,Lunch,Dinner,Veg/NonVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars,BMI_Range
Noodle Soup,1,0,0,0,97,3.0,4.0,1.1,16,832,106,13.0,2.0,0.0,2.0,Healthy
Nutella,1,0,0,0,540,31.0,6.0,0.9,77,6,200,57.0,3.4,0.0,56.0,Overweight
Oatmeal,1,0,0,0,143,3.0,6.0,2.3,54,2,177,25.0,3.9,0.0,0.0,Healthy
Olive Salad,1,0,0,1,151,15.0,1.0,0.4,106,212,245,2.1,0.7,0.0,0.0,Overweight
Onion Rings,0,0,1,0,416,25.0,5.0,1.2,7,482,593,41.0,4.9,0.0,4.0,Overweight
Orange Chicken,0,1,1,0,284,12.0,24.0,1.4,31,324,398,24.0,1.1,0.0,9.0,Overweight
Orange Juice,1,1,0,1,45,0.2,0.7,0.1,11,1,2,10.4,0.1,0.0,9.0,Healthy
Orange Salad,1,0,0,1,30,0.3,0.6,0.1,17,2,116,8.9,0.7,0.0,6.0,Healthy
Orange Smoothie,1,0,0,1,74,0.3,1.0,0.4,46,5,269,16.0,0.5,0.0,12.0,Healthy
Oreo Milkshake,1,0,0,0,188,10.0,2.0,0.6,190,182,167,25.0,0.1,0.0,17.0,Overweight
Oatmeal,1,0,0,1,68,1.4,2.4,0.6,2,4,211,12.0,1.6,0.0,0.0,Underweight
Olive Oil,0,0,0,1,884,100.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,Overweight
Oranges,0,0,0,1,43,0.2,0.9,0.1,11,0,181,9.0,2.4,0.0,9.0,Underweight
Pad Thai,0,0,1,0,358,14.0,12.0,1.3,101,289,106,49.0,3.6,0.0,13.0,Overweight
Paella,0,1,1,0,321,11.0,24.0,1.4,70,491,494,29.0,2.3,0.0,4.0,Overweight
Pancakes,1,1,0,0,227,9.0,6.0,1.6,42,290,324,31.0,0.9,0.0,11.0,Overweight
Papaya Salad,1,0,0,1,32,0.1,0.5,0.2,10,6,59,7.2,0.9,0.0,5.0,Healthy
Pasta Primavera,0,0,1,1,182,3.0,7.0,1.2,51,4,39,36.0,3.8,0.0,0.0,Healthy
Pasta Salad,0,0,1,1,139,7.0,4.0,1.2,43,18,204,11.0,2.0,0.0,2.0,Healthy
Peach Cobbler,0,0,1,0,254,7.0,2.0,0.8,24,110,107,45.0,3.1,0.0,24.0,Overweight
Peach Crisp,0,0,1,0,219,12.0,2.0,0.7,12,127,192,26.0,1.7,0.0,15.0,Overweight
Peanut Butter,1,0,0,0,588,50.0,25.0,2.1,79,558,100,15.0,7.0,0.0,3.0,Overweight
Peanut Butter & Jelly Sandwich,1,1,0,0,375,17.0,10.0,2.0,71,327,421,41.0,3.1,0.0,14.0,Overweight
Peanut Butter Cups,1,0,0,0,88,4.0,1.0,0.5,3,62,6,11.0,0.5,0.0,8.0,Overweight
Peanut Butter Pie,0,0,0,0,366,24.0,6.0,1.3,44,202,184,28.0,1.6,0.0,25.0,Overweight
Peanut Butter Sandwich,1,1,0,0,346,16.0,12.0,2.0,78,506,411,36.0,2.1,0.0,9.0,Overweight
Peanut Sauce,1,0,0,1,237,12.0,5.0,1.3,14,141,365,18.0,2.1,0.0,9.0,Overweight
Pecan Pie,0,0,1,0,456,21.0,5.0,1.3,56,267,316,65.0,3.1,0.0,47.0,Overweight
Pesto Pasta,0,0,1,1,207,10.0,6.0,1.1,43,132,73,19.0,2.0,0.0,1.0,Overweight
Philly Cheesesteak,1,1,0,0,367,19.0,27.0,1.8,102,531,243,25.0,1.2,0.0,3.0,Overweight
Pho,1,0,0,0,168,4.0,13.0,0.8,46,50,398,15.0,3.2,0.0,0.0,Overweight
Pickles,1,0,0,1,11,0.0,0.5,0.1,27,938,902,2.4,1.1,0.0,1.0,Healthy
Pierogi,1,0,1,0,272,10.0,6.0,1.2,61,292,201,42.0,2.1,0.0,2.0,Overweight
Pina Colada,1,0,1,0,202,2.0,0.9,0.2,24,6,59,22.4,1.6,0.0,3.0,Healthy
Pineapple Fried Rice,0,0,1,0,165,1.0,4.0,0.9,13,157,131,31.0,2.3,0.0,5.0,Healthy
Pineapple Juice,1,1,0,1,53,0.2,0.5,0.2,13,2,2,13.2,0.2,0.0,12.0,Healthy
Pineapple Upside Down Cake,0,0,1,1,236,10.7,2.3,0.56,40,204,146,34.3,0.5,0.1,25.5,Overweight
Pithla Bhakri,0,1,1,1,134,6.0,3.3,2.6,34,28,112,14.7,1.9,0.0,0.0,Healthy
Pizza Dosa,1,0,1,1,229,8.1,7.8,1.3,124,696,262,31.5,2.6,0.0,0.0,Healthy
Poha Upma,1,0,0,1,207,7.6,3.4,2.6,26,268,233,31.5,2.1,0.0,0.0,Healthy
Pomfret Curry,0,0,1,0,214,15.1,18.0,1.35,68,109,262,3.5,0.0,0.0,0.0,Healthy
Pongal,1,0,0,1,231,3.4,5.3,0.5,13,436,76,47.5,2.5,0.0,0.0,Healthy
Poori Bhaji,1,0,0,1,377,17.9,8.6,4.11,61,666,146,46.1,4.7,0.0,0.0,Overweight
Poori Masala,1,0,0,1,313,14.4,6.8,3.75,76,555,136,41.4,5.5,0.0,0.0,Overweight
Popcorn Chicken,0,0,1,0,266,17.8,20.4,2.7,35,434,162,9.2,0.8,0.0,0.0,Healthy
Poricha Kootu,0,1,1,1,126,6.3,3.8,0.0,47,86,201,10.5,4.7,0.0,0.0,Healthy
Potato Fry,0,1,1,1,319,19.0,4.3,1.76,25,557,775,35.5,5.0,0.0,1.0,Overweight
Potato Masala,1,1,1,1,101,3.6,1.5,0.0,16,28,268,14.8,1.2,0.0,0.0,Healthy
Potato Sandwich,1,1,0,1,290,10.7,7.1,1.87,121,536,178,39.2,3.2,0.0,0.0,Overweight
Potato Soup,1,0,0,1,101,3.7,1.6,0.0,11,857,218,15.6,1.2,0.0,1.0,Healthy
Potato Stew,0,0,1,1,128,5.4,2.0,0.51,18,389,198,17.6,1.5,0.0,1.0,Healthy
Prawn Biryani,0,0,1,0,335,11.7,16.2,4.02,83,161,213,43.2,1.3,0.0,1.0,Overweight
Prawn Curry,0,0,1,0,225,13.4,21.6,1.91,45,485,211,3.4,0.0,0.0,1.0,Healthy
Prawn Masala,0,0,1,0,195,13.1,19.0,2.44,68,199,219,1.9,0.0,0.0,1.0,Healthy
Prawn Pulao,0,0,1,0,281,11.4,13.6,2.12,73,186,217,38.2,1.8,0.0,1.0,Healthy
Prawn Vindaloo,0,0,1,0,197,13.4,18.5,2.07,55,173,257,1.9,0.0,0.0,1.0,Healthy
Puliyodharai,1,0,0,1,280,6.1,2.5,1.5,20,484,218,55.6,4.7,0.0,0.0,Healthy
Puliyogare,1,0,0,1,325,8.1,5.2,1.5,30,458,217,61.2,3.5,0.0,0.0,Healthy
Punjabi Chole,0,1,1,1,203,9.6,7.3,2.28,68,128,306,17.9,4.7,0.0,0.0,Healthy
Punjabi Kadhi Pakora,0,1,1,1,123,5.3,4.2,0.9,40,229,123,12.4,0.8,0.0,0.0,Healthy
Punjabi Samosa,1,1,0,1,308,17.9,5.4,2.76,49,373,180,31.2,2.1,0.0,1.0,Overweight
Puran Poli,1,0,0,1,287,6.4,3.5,1.61,45,65,190,50.6,0.3,0.0,25.0,Overweight
Puri Bhaji,1,1,0,1,348,15.2,8.6,2.11,53,476,164,42.7,5.4,0.0,1.0,Overweight
Qubani Ka Meetha,0,0,1,1,286,5.1,1.5,1.61,105,14,128,57.6,3.4,0.0,42.0,Overweight
Quesadilla,0,1,1,1,281,16.4,10.3,1.96,270,493,202,19.6,1.4,0.0,0.0,Overweight
Quinoa Upma,1,0,0,1,129,2.6,4.1,0.57,6,175,207,23.4,2.8,0.0,0.0,Healthy
Rabri,0,0,1,1,285,13.0,5.6,0.5,180,71,132,32.5,0.1,0.0,31.0,Overweight
Ragi Mudde,0,1,0,1,101,0.4,2.6,2.6,0,5,0,21.9,3.1,0.0,0.0,Healthy
Ragi Porridge,1,0,0,1,164,3.6,5.5,1.6,178,16,143,28.7,2.6,0.0,0.0,Healthy
Ragi Roti,0,1,1,1,142,5.7,3.3,2.3,32,68,112,17.9,2.1,0.0,0.0,Healthy
Ragi Soup,1,0,0,1,94,2.5,1.6,0.0,6,268,192,16.2,1.8,0.0,0.0,Healthy
Ragi Sweet,1,0,0,1,205,4.7,2.8,0.98,74,18,81,37.2,1.9,0.0,9.0,Healthy
Raita,0,1,1,1,124,9.2,5.5,0.9,152,187,201,3.6,1.4,0.0,1.0,Healthy
Raj Kachori,1,1,0,1,282,13.1,5.4,2.52,107,497,214,34.6,2.8,0.0,4.0,Overweight
Rajasthani Gatte,0,1,1,1,238,12.7,8.6,1.91,88,56,437,23.8,5.3,0.0,0.0,Healthy
Rajma Masala,0,1,1,1,187,7.3,8.8,2.2,49,130,193,24.5,6.1,0.0,1.0,Healthy
Rajma Rice,1,1,0,1,360,12.8,11.6,1.6,110,47,304,51.4,6.5,0.0,3.0,Overweight
Rajma Sundal,1,0,0,1,157,6.2,7.1,1.45,31,33,195,21.5,5.2,0.0,1.0,Healthy
Ram Ladoo,1,1,0,1,196,8.6,4.8,1.24,50,360,216,26.5,3.7,0.0,4.0,Overweight
Rasam,1,0,0,1,10,0.3,0.6,0.0,2,168,23,2.0,0.3,0.0,0.0,Healthy
Rasgulla,0,0,1,1,186,0.2,2.2,0.0,115,43,145,42.2,0.1,0.0,42.0,Overweight
Ras Malai,0,0,1,1,322,20.6,9.1,0.89,250,86,151,22.9,0.0,0.0,22.0,Overweight
Rava Dosa,1,0,0,1,200,6.5,5.4,0.55,15,70,225,30.9,1.8,0.0,0.0,Healthy
Rava Idli,1,0,0,1,101,3.1,2.5,1.5,16,104,198,13.6,1.3,0.0,0.0,Healthy
Rava Kesari,1,0,0,1,208,4.9,1.9,0.57,50,28,41,39.9,0.1,0.0,19.0,Healthy
Raw Banana Fry,0,1,1,1,231,10.1,2.8,1.51,27,9,537,35.8,2.6,0.0,4.0,Overweight
Raw Banana Kofta,0,0,1,1,122,6.2,4.0,1.07,75,78,255,12.5,2.1,0.0,1.0,Healthy
Raw Banana Podimas,1,0,0,1,131,4.2,2.4,1.2,21,94,214,22.5,2.1,0.0,0.0,Healthy
Red Bean Salad,1,1,1,1,276,9.2,8.3,2.7,57,16,624,38.4,15.4,0.0,1.0,Overweight
Red Bell Pepper Curry,0,1,1,1,118,7.6,1.8,0.8,24,58,337,8.6,3.0,0.0,0.0,Healthy
Red Lentil Curry,0,1,1,1,168,5.4,8.6,3.3,56,44,129,24.9,7.8,0.0,0.0,Healthy
Red Rice Idli,1,0,0,1,81,0.5,1.8,0.54,16,0,107,16.8,1.2,0.0,0.0,Healthy
Red Rice Porridge,1,0,0,1,109,0.8,2.6,0.36,22,7,83,21.6,1.4,0.0,4.0,Healthy
Red Rice Roti,0,1,1,1,154,1.7,3.4,0.8,14,6,70,30.9,3.6,0.0,0.0,Healthy
Red Rice Upma,1,0,0,1,124,2.3,2.6,0.54,20,3,75,23.6,1.8,0.0,0.0,Healthy
Red Velvet Cake,0,0,1,1,235,11.3,2.4,2.06,65,151,126,29.7,0.5,0.0,0.0,Healthy
Rice Bhat,1,1,1,1,112,0.1,2.3,0.5,0,1,6,24.2,0.3,0.0,0.0,Healthy
Rice Bhakri,0,1,1,1,127,2.4,2.4,0.72,3,55,80,23.5,1.5,0.0,0.0,Healthy
Rice Cake,0,1,1,1,65,0.3,0.8,0.2,1,2,7,13.6,0.5,0.0,0.0,Healthy
Rice Idiyappam,1,0,0,1,157,0.2,3.4,0.3,4,5,10,35.5,0.6,0.0,0.0,Healthy
Rice Murukku,0,0,1,1,455,18.7,5.4,3.8,50,20,162,66.9,2.9,0.0,0.0,Overweight
Rice Noodles,1,0,0,1,192,0.5,0.6,1.0,9,14,37,41.5,0.5,0.0,0.0,Healthy
Rice Pakoda,0,1,0,1,252,14.1,3.7,2.13,40,402,60,24.8,1.9,0.0,0.0,Overweight
Rice Payasam,0,0,1,1,260,7.6,4.5,1.52,123,65,50,43.2,0.1,0.0,31.0,Overweight
Rice Roti,0,1,1,1,86,0.1,1.8,0.3,4,1,5,18.3,1.2,0.0,0.0,Healthy
Rice Shevai,1,0,0,1,85,0.2,1.3,0.4,4,2,8,17.8,1.0,0.0,0.0,Healthy
Rice Soup,1,0,0,1,106,0.1,1.2,0.2,4,1,8,21.6,0.6,0.0,0.0,Healthy
Rice Vada,1,0,0,1,113,0.1,2.4,0.2,9,8,9,23.5,1.4,0.0,0.0,Healthy
Rice Vermicelli,1,0,0,1,109,0.1,0.8,0.1,5,1,9,23.6,0.5,0.0,0.0,Healthy
Ridge Gourd Chutney,0,1,1,1,102,7.1,1.9,0.64,83,186,179,4.3,1.9,0.0,1.0,Healthy
Ridge Gourd Curry,0,1,1,1,53,3.3,0.6,0.2,17,2,144,4.9,2.4,0.0,0.0,Healthy
Ridge Gourd Fry,0,1,1,1,86,4.1,1.1,0.5,17,0,187,9.5,1.9,0.0,0.0,Healthy
Ridge Gourd Sambar,1,0,0,1,84,3.0,2.4,1.2,17,12,190,10.3,3.6,0.0,1.0,Healthy
Ridge Gourd Soup,1,0,0,1,21,0.2,0.8,0.1,6,11,7,2.4,0.4,0.0,0.0,Healthy
Ridge Gourd Swayambhu,1,0,0,1,18,0.2,0.6,0.4,15,6,11,2.3,0.9,0.0,0.0,Healthy
Ridge Gourd Tambuli,0,1,1,1,52,2.7,1.0,0.2,28,18,39,3.8,1.5,0.0,0.0,Healthy
Ridge Gourd Upkari,1,0,0,1,64,2.5,1.3,0.8,21,14,141,7.3,1.9,0.0,1.0,Healthy
Ridge Gourd Vadai,1,0,0,1,147,4.7,4.0,0.7,19,48,42,22.3,4.3,0.0,0.0,Healthy
Ridge Gourd with Mango Curry,0,1,1,1,85,3.4,1.6,0.3,21,43,205,9.5,2.1,0.0,0.0,Healthy
Ridge Gourd with Milk Curry,0,1,1,1,79,2.8,1.8,0.9,12,5,47,10.2,2.0,0.0,0.0,Healthy
Ridge Gourd with Yogurt,0,1,1,1,71,2.6,1.7,0.5,20,4,47,6.7,1.9,0.0,0.0,Healthy
Ring Murukku,0,0,1,1,347,12.4,6.5,0.6,27,37,157,47.8,2.3,0.0,0.0,Overweight
Roasted Chana,1,0,0,1,152,2.7,8.6,6.69,58,17,280,26.1,6.6,0.0,0.0,Healthy
Roasted Chickpeas,1,0,0,1,153,2.6,8.5,6.69,58,17,280,26.1,6.6,0.0,0.0,Healthy
Roasted Makhana,1,0,0,1,347,1.4,9.7,1.4,7,71,194,76.3,7.9,0.0,0.0,Healthy
Roasted Peanuts,1,0,0,1,567,49.0,26.0,1.3,92,17,705,16.1,8.5,0.0,4.0,Overweight
Roasted Soybeans,1,0,0,1,446,20.5,36.5,6.1,277,43,2604,8.2,12.4,0.0,0.0,Overweight
Root Beer,1,0,0,0,151,0.0,0.0,0.0,0,17,31,39.4,0.0,0.0,38.0,Healthy
Root Beer Float,0,1,0,0,160,1.5,3.6,0.9,108,72,108,33.8,0.0,0.0,33.0,Healthy
Rosgulla,0,0,1,1,186,0.2,2.2,0.0,115,43,145,42.2,0.1,0.0,42.0,Overweight
Rumali Roti,0,1,1,1,104,2.3,2.9,0.6,4,155,95,17.5,2.1,0.0,0.0,Healthy
Rusgulla,0,0,1,1,186,0.2,2.2,0.0,115,43,145,42.2,0.1,0.0,42.0,Overweight
Rusk,0,1,1,1,292,4.6,9.4,1.4,36,510,107,60.3,2.3,0.0,0.0,Overweight
Rye Bread,0,1,1,1,167,1.5,6.5,1.4,35,304,129,31.9,5.6,0.0,0.0,Healthy
Saffron Milk,0,0,1,1,139,4.1,3.9,0.7,142,21,81,17.3,0.0,0.0,16.0,Overweight
Saffron Rice,1,0,0,1,86,0.3,1.7,0.2,4,4,2,18.1,0.4,0.0,0.0,Healthy
Sago Payasam,0,0,1,1,226,10.7,1.5,1.07,69,18,10,30.5,0.4,0.0,26.0,Overweight
Sago Soup,1,0,0,1,16,0.1,0.1,0.3,0,6,0,3.7,0.0,0.0,1.0,Healthy
Salad,0,1,1,1,50,0.4,1.6,0.5,24,13,122,9.8,2.6,0.0,0.0,Healthy
Salad with Avocado,0,1,1,1,160,12.0,2.0,0.8,11,7,10,9.0,7.0,0.0,1.0,Overweight
Salmon Curry,0,0,1,0,215,15.9,18.1,1.24,25,83,454,4.9,0.0,0.0,0.0,Healthy
Salmon Fillet,0,1,1,0,206,10.3,26.4,0.7,8,63,240,0.0,0.0,0.0,0.0,Healthy
Salmon Salad,0,1,1,0,126,5.3,15.2,0.7,25,113,133,2.1,0.0,0.0,0.0,Healthy
Salmon Sushi,0,1,0,0,48,0.8,4.9,0.2,10,139,20,0.2,0.0,0.0,0.0,Healthy
Samosa,1,1,0,1,308,17.9,5.4,2.76,49,373,180,31.2,2.1,0.0,1.0,Overweight
Sambar,1,0,0,1,128,4.2,3.5,0.8,28,127,142,18.3,4.3,0.0,0.0,Healthy
Sambar Rice,1,1,0,1,300,9.8,5.6,1.7,38,89,104,49.2,6.4,0.0,1.0,Overweight
Sandwich,1,1,1,1,296,12.5,10.1,0.9,130,1057,340,33.8,1.8,0.0,2.0,Overweight
Sarson Ka Saag,0,1,1,1,97,4.5,3.7,2.6,100,344,238,9.8,3.4,0.0,0.0,Healthy
Sattu Drink,0,1,1,1,110,1.8,6.2,0.61,69,3,134,17.6,7.9,0.0,0.0,Healthy
Sattu Paratha,1,0,0,1,127,4.6,4.1,2.3,27,3,78,16.9,1.9,0.0,0.0,Healthy
Schezwan Dosa,1,0,0,1,279,9.4,9.4,1.4,47,75,318,39.1,2.8,0.0,0.0,Overweight
Schezwan Fried Rice,1,0,0,1,248,9.2,6.6,1.2,9,24,87,39.4,2.4,0.0,1.0,Overweight
Schezwan Noodles,1,0,0,1,218,6.9,4.8,0.8,15,43,207,33.1,1.7,0.0,1.0,Healthy
Schezwan Paneer,1,0,0,1,282,13.3,13.3,1.2,31,42,256,12.6,2.7,0.0,3.0,Overweight
Schezwan Rice,1,0,0,1,225,9.5,6.5,0.9,3,13,67,37.8,1.8,0.0,1.0,Overweight
Schezwan Sauce,0,1,1,1,104,5.8,1.4,0.8,41,1324,132,12.9,2.4,0.0,0.0,Overweight
Schezwan Soup,1,0,0,1,50,1.6,0.6,0.8,1,19,63,6.6,1.2,0.0,0.0,Healthy
Schezwan Tofu,1,0,0,1,100,6.5,7.4,1.0,64,20,102,3.1,2.1,0.0,2.0,Healthy
Schezwan Veg Noodles,1,0,0,1,236,5.2,5.2,1.2,12,40,276,38.1,2.8,0.0,1.0,Healthy
Schezwan Veg Rice,1,0,0,1,229,6.4,5.3,1.2,9,21,84,38.1,2.7,0.0,1.0,Healthy
Schezwan Veggie Burger,1,1,0,1,298,10.2,7.2,1.3,83,736,307,40.3,5.3,0.0,4.0,Overweight
Seer Fish Curry,0,0,1,0,254,18.9,17.6,0.88,33,89,301,3.8,0.0,0.0,0.0,Healthy
Seer Fish Fry,0,0,1,0,230,16.5,19.4,0.83,28,82,291,0.0,0.0,0.0,0.0,Healthy
Seer Fish Gravy,0,0,1,0,231,16.7,18.5,0.82,28,82,291,0.0,0.0,0.0,0.0,Healthy
Seer Fish Masala,0,0,1,0,282,20.6,19.4,0.97,33,97,261,3.8,0.0,0.0,0.0,Healthy
Seer Fish Pollichathu,0,0,1,0,247,19.6,16.9,0.96,33,74,271,0.0,0.0,0.0,0.0,Healthy
Seer Fish Pulimunchi,0,0,1,0,268,18.5,17.4,0.85,33,89,321,0.0,0.0,0.0,0.0,Healthy
Seer Fish Tawa Fry,0,0,1,0,230,16.5,19.4,0.83,28,82,291,0.0,0.0,0.0,0.0,Healthy
Sevai Upma,1,0,0,1,220,5.4,4.2,1.2,6,17,11,39.2,1.5,0.0,0.0,Healthy
Sevaiyan Kheer,0,0,1,1,308,12.4,6.4,0.6,162,45,54,42.7,0.0,0.0,38.0,Overweight
Shahi Paneer,1,0,0,1,308,25.6,10.3,0.8,263,155,168,11.4,3.3,0.0,0.0,Overweight
Shakarkandi Ki Chaat,0,1,1,1,127,3.4,1.5,1.25,12,82,70,23.5,3.3,0.0,1.0,Healthy
Shakkar Pongal,1,0,0,1,277,7.5,5.3,0.3,26,23,92,47.6,1.2,0.0,8.0,Healthy
Shalgam Ki Subzi,0,1,1,1,83,3.8,1.7,0.3,30,61,193,9.8,4.1,0.0,0.0,Healthy
Shami Kabab,0,1,0,1,207,11.6,15.0,3.04,95,180,150,6.3,0.0,0.0,1.0,Healthy
Shankar Palek,0,1,1,1,133,8.3,3.6,0.9,57,155,344,9.5,1.8,0.0,0.0,Healthy
Sheer Khurma,0,0,1,1,411,17.6,11.9,2.2,153,154,157,49.6,0.0,0.0,40.0,Overweight
Shengdanyachi Chutney,0,1,1,1,171,15.3,6.6,3.7,181,26,163,3.1,6.1,0.0,1.0,Overweight
Shengdanyachi Usal,0,1,0,1,272,19.1,15.1,3.7,121,59,242,10.2,8.3,0.0,1.0,Overweight
Shev Bhaji,0,1,0,1,211,8.5,7.3,3.1,85,174,267,25.5,4.2,0.0,0.0,Healthy
Shev Tameta,0,1,1,1,99,5.6,1.9,0.8,50,2,97,9.1,3.1,0.0,0.0,Healthy
Shira,1,0,0,1,168,6.7,2.1,1.6,20,39,51,25.3,1.3,0.0,11.0,Healthy
Shrikhand,0,1,1,1,163,4.1,4.1,0.6,178,67,116,27.3,0.0,0.0,19.0,Overweight
Shrimp Biryani,0,0,1,0,382,14.4,22.2,1.41,96,85,191,47.6,2.4,0.0,1.0,Overweight
Shrimp Curry,0,0,1,0,234,13.7,21.1,2.01,55,494,218,3.4,0.0,0.0,1.0,Healthy
Shrimp Fried Rice,1,0,0,0,217,8.3,14.3,0.97,5,27,38,25.7,1.4,0.0,1.0,Healthy
Shrimp Gumbo,1,0,0,0,145,5.2,15.9,0.66,104,699,58,9.3,2.2,0.0,1.0,Healthy
Shrimp Masala,0,0,1,0,185,10.9,17.1,1.83,44,178,231,0.0,0.0,0.0,1.0,Healthy
Shrimp Pasta,1,0,0,0,218,9.2,11.1,0.99,43,12,197,23.6,2.6,0.0,1.0,Healthy
Shrimp Salad,0,1,1,0,109,5.0,13.9,0.7,30,87,123,1.5,0.0,0.0,0.0,Healthy
Shrimp Scampi,1,0,0,0,185,8.1,16.3,0.93,138,242,108,8.9,1.4,0.0,1.0,Healthy
Shrimp Stir Fry,1,0,0,0,140,6.0,18.0,1.4,13,97,168,4.2,1.3,0.0,1.0,Healthy
Shrimp Tacos,1,1,0,0,276,14.8,16.1,0.95,117,233,176,16.9,2.5,0.0,1.0,Overweight
Shrimp Tempura,0,1,0,0,183,8.7,11.4,0.9,57,358,421,10.4,0.0,0.0,0.0,Healthy
Shrimp Toast,1,0,0,0,416,29.5,18.9,0.6,56,146,497,32.8,2.3,0.0,1.0,Overweight
Shrimp with Lobster Sauce,1,0,0,0,158,6.8,12.3,0.59,55,229,454,7.7,1.2,0.0,1.0,Healthy
Shrimp with Lobster Sauce,1,0,0,0,181,8.5,12.8,0.59,49,237,560,8.4,1.4,0.0,1.0,Healthy
Shrimp with Lobster Sauce,1,0,0,0,158,6.8,12.3,0.59,55,229,454,7.7,1.2,0.0,1.0,Healthy
Sindhi Curry,1,1,1,1,107,6.8,3.3,1.2,25,127,93,10.7,4.3,0.0,0.0,Healthy
Singada Halwa,0,0,1,1,180,9.7,4.9,1.61,0,0,0,0.0,0.0,0.0,22.0,Overweight
Sizzler,1,0,0,1,251,14.7,11.4,1.14,49,61,96,11.5,1.1,0.0,1.0,Overweight
Slush,0,0,1,0,59,0.0,0.0,0.0,0,15,14,15.3,0.0,0.0,14.0,Healthy
Smoothie,0,1,1,0,121,3.7,1.6,0.8,58,28,20,27.0,1.1,0.0,8.0,Healthy
Snake Gourd Chutney,0,1,1,1,73,4.5,1.4,0.6,50,109,227,1.5,0.5,0.0,1.0,Healthy
Snake Gourd Curry,0,1,1,1,50,2.5,0.9,0.2,7,2,34,3.1,1.6,0.0,0.0,Healthy
Snake Gourd Fry,0,1,1,1,88,3.6,1.0,0.6,5,2,7,8.4,1.4,0.0,0.0,Healthy
Snake Gourd Palya,1,0,0,1,73,2.8,0.9,0.7,8,6,53,8.2,1.5,0.0,0.0,Healthy
Snake Gourd Raita,0,1,1,1,54,3.8,1.6,0.7,7,19,22,1.5,0.6,0.0,1.0,Healthy
Snake Gourd Soup,1,0,0,1,13,0.3,0.1,0.2,2,7,4,1.7,0.3,0.0,0.0,Healthy
Snake Gourd Tambli,0,1,1,1,43,2.5,0.8,0.2,29,14,12,2.2,0.7,0.0,0.0,Healthy
Snake Gourd with Coconut,0,1,1,1,61,3.4,1.2,0.4,10,5,17,3.4,1.0,0.0,0.0,Healthy
Snake Gourd with Moong Dal,1,0,0,1,81,3.6,0.8,0.9,9,9,55,11.2,1.4,0.0,0.0,Healthy
Snake Gourd with Yogurt,0,1,1,1,64,3.2,1.3,0.5,10,5,24,1.7,0.7,0.0,1.0,Healthy
Soda,0,0,1,0,40,0.0,0.0,0.0,0,11,10,10.2,0.0,0.0,10.0,Healthy
Soda Bread,0,1,1,1,298,2.6,9.3,0.3,3,16,249,58.6,5.9,0.0,0.0,Overweight
Soda Float,0,1,0,0,147,1.5,4.1,0.9,42,61,37,20.3,0.0,0.0,19.0,Overweight
Soft Serve Ice Cream,0,0,1,1,209,11.8,7.1,1.4,63,130,80,25.9,0.5,0.0,21.0,Overweight
Sohan Halwa,0,0,1,1,363,11.1,15.2,1.3,82,171,66,62.5,0.3,0.0,34.0,Overweight
Solkadhi,0,1,1,1,51,4.0,1.4,0.2,19,61,181,3.7,2.5,0.0,1.0,Healthy
Sooji Halwa,1,0,0,1,164,6.7,4.1,1.61,17,8,57,25.9,1.5,0.0,11.0,Healthy
Sooji Upma,1,0,0,1,134,3.2,2.2,0.44,12,3,12,25.5,1.1,0.0,0.0,Healthy
Sorakaya Pachadi,0,1,1,1,45,3.6,0.7,0.4,4,64,206,2.4,0.5,0.0,1.0,Healthy
Sorakaya Palu Posina Kura,0,1,1,1,84,5.2,1.8,0.7,10,32,144,3.6,0.8,0.0,1.0,Healthy
Sorakaya Pappu,1,0,0,1,157,7.0,4.2,1.1,20,8,161,19.5,4.8,0.0,0.0,Healthy
Sorakaya Pulusu,1,1,1,1,63,1.9,0.4,0.6,3,49,211,4.6,1.6,0.0,1.0,Healthy
Sorakaya Roti,0,1,1,1,125,1.6,2.3,0.5,6,4,83,19.7,1.6,0.0,0.0,Healthy
Sorakaya Sambar,1,0,0,1,84,2.7,2.4,1.2,15,14,90,4.8,2.0,0.0,1.0,Healthy
Sorakaya Thalimpu,0,1,1,1,125,5.4,2.3,0.4,13,5,54,20.4,3.4,0.0,0.0,Healthy
Sorakaya Ulli Karam,0,1,1,1,77,2.6,0.5,0.7,25,29,156,5.3,1.7,0.0,1.0,Healthy
Sorakaya Vepudu,0,1,1,1,77,2.6,0.5,0.7,25,29,156,5.3,1.7,0.0,1.0,Healthy
Sorakaya Verusenaga Kura,0,1,1,1,86,5.3,1.8,0.5,15,3,112,3.7,1.0,0.0,1.0,Healthy
Sorakaya With Senaga Pindi,0,1,1,1,105,6.8,2.3,0.6,18,8,38,12.1,2.7,0.0,0.0,Healthy
Sorakaya With Urad Dal,1,0,0,1,128,6.3,3.3,1.1,17,7,132,13.6,2.9,0.0,0.0,Healthy
Soya Chunks Curry,1,0,0,1,155,8.4,6.6,1.7,15,7,198,7.3,4.0,0.0,0.0,Healthy
Soya Kheema,1,0,0,1,116,6.2,4.4,1.6,22,20,50,3.1,2.3,0.0,0.0,Healthy
Soya Nuggets Curry,1,0,0,1,131,7.5,6.6,2.0,16,8,198,9.4,4.5,0.0,0.0,Healthy
